food_en,food_ja,source_id,direction,quote,condition,sublabel
chemical seasonings,化学調味料,hiesyo_com,cool,ただし、化学調味料は極陰性ですので,,category
chicken,鶏肉,hiesyo_com,warm,陽性の強い肉の中でもよく動き体温の高い鶏肉は極陽です,,
dried persimmon,干し柿,hiesyo_com,cool,柿は干し柿にすると陰性になります,干し柿,
eggplant,ナス,hiesyo_com,cool,夏にできるナスやトマトも陰性食品です,,
food additives,食品添加物,hiesyo_com,cool,"そして世のなかで一番体を冷やすのは食品そのものではありません。
それは、食品添加物や化学調味料、そして白いお砂糖。白砂糖は食品ではなく薬だと思っています。",,
fruit,果物,hiesyo_com,cool,"水分が多いスイカやなしなどの果物も
陰性食品
です。",,category
horse mackerel,アジの開き,hiesyo_com,warm,アジの開きや塩サケはしっかり体を温めます,干物（開き）,
miso,鉄火味噌,hiesyo_com,warm,"鉄火味噌や黒焼き梅干し、黒焼き玄米などは
極陽性
です。",鉄火味噌（黒焼き）,dish
mountain vegetables,山菜,hiesyo_com,cool,"春に延びゆくたけのこや山菜、水分が多いスイカやなしなどの果物も
陰性食品
です。",,category
natural yeast bread,天然酵母パン,hiesyo_com,neutral,玄米や全粒粉の天然酵母パンなどは中庸です,,dish
pear,なし,hiesyo_com,cool,"水分が多いスイカやなしなどの果物も
陰性食品
です。",,
persimmon,柿,hiesyo_com,warm,体を冷やさない果物はりんごや柿,,
pineapple,パイナップル,hiesyo_com,cool,"南の国で穫れるバナナやパイナップルは
陰性食品",,
potato,ジャガイモ,hiesyo_com,cool,陰性のジャガイモですが,油で揚げて塩をまぶした（ポテトチップス）,
potato,ポテトチップス,hiesyo_com,warm,油で揚げて塩をまぶしたポテトチップスは陽性です,油で揚げて塩をまぶした（ポテトチップス）,
raw vegetables,生野菜,hiesyo_com,cool,生野菜は陰性で体を冷やしますが,,category
salmon,塩サケ,hiesyo_com,warm,だからアジの開きや塩サケはしっかり体を温めます,塩漬け（塩サケ）,
seaweed,海藻,hiesyo_com,neutral,海藻はおおむね中庸(真ん中）ですし,,category
tomato,トマト,hiesyo_com,cool,"夏にできるナスやトマトも
陰性食品",,
umeboshi,黒焼き梅干し,hiesyo_com,warm,"鉄火味噌や黒焼き梅干し、黒焼き玄米などは
極陽性
です。",黒焼き,
watermelon,スイカ,hiesyo_com,cool,水分が多いスイカやなしなどの果物も陰性食品です,,
white sugar,白砂糖,hiesyo_com,cool,"そして世のなかで一番体を冷やすのは食品そのものではありません。
それは、食品添加物や化学調味料、そして白いお砂糖。白砂糖は食品ではなく薬だと思っています。",,
animal foods,動物性食品,jsfca,warm,加工された食品や動物性食品は陽性,,category
asparagus,アスパラガス,jsfca,cool,陰性の食材として、アスパラガスや菜の花、若竹が適しており、デトックス効果があります。,春,
banana,バナナ,jsfca,cool,次に、果物では、スイカやメロン、バナナが陰性で、特に夏におすすめです。,,
barley,大麦,jsfca,warm,穀物では、玄米や大麦が陽性食材としておすすめです。,,
beef,牛肉,jsfca,warm,まず、肉類では、鶏肉や牛肉、豚肉が陽性です。,,
brown rice,玄米,jsfca,warm,穀物では、玄米や大麦が陽性食材としておすすめです。,,
carrot,人参,jsfca,cool,これらは陰性ですが、スープにすることで体を温めます。,,
chicken,鶏肉,jsfca,warm,まず、肉類では、鶏肉や牛肉、豚肉が陽性です。,,
chili pepper,唐辛子,jsfca,warm,スパイスも陽性の代表で、しょうがやにんにく、唐辛子は、料理に加えることで体を温める効果があり、しょうがはお茶やスープに入れると良いでしょう。,,
cucumber,きゅうり,jsfca,cool,まず、野菜では、ほうれん草や大根、きゅうりは陰性になります。,,
daikon,大根,jsfca,cool,まず、野菜では、ほうれん草や大根、きゅうりは陰性になります。,,
fish,魚,jsfca,warm,野菜は一般的に陰、肉や魚は陽とされます。,,category
fruit,果物,jsfca,cool,野菜や果物は陰,,category
garlic,にんにく,jsfca,warm,しょうがやにんにく、唐辛子は、料理に加えることで体を温める効果があり,,
ginger,しょうが,jsfca,warm,しょうがやにんにく、唐辛子は、料理に加えることで体を温める効果があり,,
grains,穀物,jsfca,cool,穀物や野菜は陰性とされます。,,category
leafy greens,葉物野菜,jsfca,cool,葉物野菜は陰性に分類されます。,,category
legumes,豆類,jsfca,cool,陰の根菜や豆類を多く摂取し,,category
lightly simmered dish,軽い煮物,jsfca,cool,例えば、夏野菜や冷たい果物、軽い煮物などを選ぶと良いでしょう。,,dish
meat,肉,jsfca,warm,野菜は一般的に陰、肉や魚は陽とされます。,,category
meat dish,肉料理,jsfca,warm,温かい陽性の肉料理には、冷たい陰性のサラダを添えると良いでしょう。,,dish
melon,メロン,jsfca,cool,次に、果物では、スイカやメロン、バナナが陰性で、特に夏におすすめです。,,
mozuku seaweed,もずく,jsfca,cool,わかめやもずくは、味噌汁やサラダに加えることで栄養を摂取できます,,
natural foods,自然食品,jsfca,cool,未加工の自然食品、穀物や野菜は陰性とされます,,category
nuts,ナッツ類,jsfca,warm,小麦製品やナッツ類は陽性,,category
oatmeal,オートミール,jsfca,cool,また、穀物では、白米やオートミールが陰性で、これらを主食にすることでバランスを保てます。,,
onion,玉ねぎ,jsfca,cool,これらは陰性ですが、スープにすることで体を温めます。,,
pepper,黒胡椒,jsfca,warm,"冬は、寒さに備えるため、陽性の食材が重要です。
鶏肉や赤身肉、しょうがや黒胡椒を使った温かい料理が最適です。",冬,
pork,豚肉,jsfca,warm,まず、肉類では、鶏肉や牛肉、豚肉が陽性です。,,
potato,じゃがいも,jsfca,cool,これらは陰性ですが、スープにすることで体を温めます。,,
pumpkin,かぼちゃ,jsfca,warm,さつまいもやかぼちゃやナッツ類を取り入れ、体を温める食材を意識的に選ぶと良いでしょう。,秋,
rapeseed flowers,菜の花,jsfca,cool,陰性の食材として、アスパラガスや菜の花、若竹が適しており,春,
raw vegetables,生野菜,jsfca,cool,生野菜や果物、海藻は陰性です。,,category
red meat and fish,赤身肉,jsfca,warm,"冬は、寒さに備えるため、陽性の食材が重要です。
鶏肉や赤身肉、しょうがや黒胡椒を使った温かい料理が最適です。",冬,category
root vegetable soup,根菜のスープ,jsfca,warm,このスープは、陰性の根菜を使いつつ温かい料理で体を温め、陰陽のバランスが取れた一品になります。,,dish
root vegetables,根菜,jsfca,cool,陰性の食材には根菜や海藻、果物があり,,category
salmon,鮭,jsfca,warm,次に、魚類では、鮭やマグロなどが陽性で、グリルや煮付けにすると美味しく食べられます。,,
seaweed,海藻,jsfca,cool,海藻は陰性です。,,category
soup,スープ,jsfca,warm,このスープは、陰性の根菜を使いつつ温かい料理で体を温め、陰陽のバランスが取れた一品になります。,,dish
spices,香辛料,jsfca,warm,香辛料は陽性とされ,,category
spinach,ほうれん草,jsfca,cool,まず、野菜では、ほうれん草や大根、きゅうりは陰性になります。,,
summer vegetables,夏野菜,jsfca,cool,"陽性体質の人は、体を冷やす食材や調理法を取り入れることで、バランスを保てます。
例えば、夏野菜や冷たい果物、軽い煮物などを選ぶと良いでしょう。",,category
sweet potato,さつまいも,jsfca,warm,さつまいもやかぼちゃやナッツ類を取り入れ、体を温める食材を意識的に選ぶと良いでしょう,秋,
tofu,豆腐,jsfca,cool,柔らかくて軽い豆腐や葉物野菜は陰性に分類されます,,
tomato,トマト,jsfca,cool,トマトやスイカ、きゅうりなどの水分が多い果物や野菜を摂り、体をクールダウンさせましょう。,,
tuna,マグロ,jsfca,warm,次に、魚類では、鮭やマグロなどが陽性で、グリルや煮付けにすると美味しく食べられます。,,
vegetables,野菜,jsfca,cool,野菜は一般的に陰、肉や魚は陽とされます。,,category
wakame,わかめ,jsfca,cool,海藻も陰性食材の一つで、わかめやもずくは、味噌汁やサラダに加えることで栄養を摂取できます。,,
watermelon,スイカ,jsfca,cool,次に、果物では、スイカやメロン、バナナが陰性で、特に夏におすすめです。,,
wheat,小麦製品,jsfca,warm,小麦製品やナッツ類は陽性,,category
white rice,白米,jsfca,cool,また、穀物では、白米やオートミールが陰性で、これらを主食にすることでバランスを保てます。,,
young bamboo,若竹,jsfca,cool,陰性の食材として、アスパラガスや菜の花、若竹が適しており、デトックス効果があります。,春,
amazake,甘酒,karada_onkatsu,warm,よもぎ茶・ほうじ茶・ルイボスティー・しょうが湯・甘酒・紅茶（体を温める）が特におすすめです,,
aromatic condiments,薬味,karada_onkatsu,warm,スパイス・薬味・その他,,category
banana,バナナ,karada_onkatsu,cool,南国の果物は体を冷やしやすいとされています。,,
black tea,紅茶,karada_onkatsu,warm,紅茶（体を温める）が特におすすめです,,
brown sugar,黒砂糖,karada_onkatsu,warm,白砂糖（体を冷やす）の代わりに使える天然甘味料,,
burdock,ごぼう,karada_onkatsu,warm,体を温める根菜・いも類,,
carrot,にんじん,karada_onkatsu,warm,加熱するとより温め効果が高まりやすくなります,,
chicken,鶏肉,karada_onkatsu,warm,体を温める性質の肉類。,,
chili pepper,唐辛子,karada_onkatsu,warm,料理にプラスするだけで温め効果アップ,,
cinnamon,シナモン,karada_onkatsu,warm,血行を促進し体を温める効果が高いとされるスパイス,,
coffee,コーヒー,karada_onkatsu,cool,緑茶・麦茶・コーヒーの飲みすぎは体を冷やしやすいとされているため,,
cucumber,きゅうり,karada_onkatsu,cool,夏が旬の野菜は体を冷やす性質。,,
daikon,大根,karada_onkatsu,cool,大根は根菜ですが水分が多く冷やしやすい性質を持ちます,,
eggplant,なす,karada_onkatsu,cool,夏が旬の野菜は体を冷やす性質。,,
fermented foods,発酵食品,karada_onkatsu,warm,4. 発酵食品｜腸から体を温める,,category
garlic,にんにく,karada_onkatsu,warm,硫化アリルが血行を促進し体を温める作用があるとされています,,
ginger,しょうが,karada_onkatsu,warm,「冷えているなと感じたら根菜・しょうが・発酵食品」この3つを意識するだけで体が変わってきます🥕,,
green onion,ネギ,karada_onkatsu,warm,いつもの料理にしょうが・ネギ・七味を加えるだけで温め効果がアップします。,,
green tea,緑茶,karada_onkatsu,cool,緑茶・麦茶・コーヒーの飲みすぎは体を冷やしやすいとされているため,,
hojicha,ほうじ茶,karada_onkatsu,warm,よもぎ茶・ほうじ茶・ルイボスティー・しょうが湯・甘酒・紅茶（体を温める）が特におすすめです。,,
kimchi,キムチ,karada_onkatsu,warm,キムチの唐辛子は血行を促進する効果も,,
lamb,羊肉,karada_onkatsu,warm,特に羊肉は温め効果が高いとされています。,,
leafy vegetables,葉物,karada_onkatsu,cool,"❄️ 体を冷やしやすい食材の特徴
地面の上で育つもの（葉物・夏野菜）",,category
lotus root,れんこん,karada_onkatsu,warm,血行促進・体を温める作用があるとされる食材,,
meat,肉類,karada_onkatsu,warm,体を温める性質の肉類。,,category
melon,メロン,karada_onkatsu,cool,南国の果物は体を冷やしやすいとされています。,,
milk,牛乳,karada_onkatsu,cool,牛乳は冷やすが、ヨーグルトは中性〜温め寄りに変化します。,,
miso,味噌,karada_onkatsu,warm,体を温める発酵食品,,
miso soup,味噌汁,karada_onkatsu,warm,朝の味噌汁は体温を上げる最高の習慣,,dish
mugicha,麦茶,karada_onkatsu,cool,緑茶・麦茶・コーヒーの飲みすぎは体を冷やしやすいとされているため,,
mugwort tea,よもぎ茶,karada_onkatsu,warm,よもぎ茶・ほうじ茶・ルイボスティー・しょうが湯・甘酒・紅茶（体を温める）が特におすすめです。,,
natto,納豆,karada_onkatsu,warm,納豆は温める,,
nira,にら,karada_onkatsu,warm,体を温め、免疫アップにも関わる食材。,,
nukazuke,ぬか漬け,karada_onkatsu,warm,体を温める発酵食品,,
onion,たまねぎ,karada_onkatsu,warm,硫化アリルが血行を促進し体を温める作用があるとされています,,
pumpkin,かぼちゃ,karada_onkatsu,warm,血行促進に関わる栄養素が多い温活向き食材,,
refined foods,精白食品,karada_onkatsu,cool,精白・加工されたものは体を冷やしやすい。,,category
rooibos tea,ルイボスティー,karada_onkatsu,warm,よもぎ茶・ほうじ茶・ルイボスティー・しょうが湯・甘酒・紅茶（体を温める）が特におすすめです。,,
root vegetables,根菜,karada_onkatsu,warm,"🔥 体を温めやすい食材の特徴
土の中・地下で育つもの（根菜・いも類）",,category
root vegetables and tubers,根菜・いも類,karada_onkatsu,warm,体を温める根菜・いも類,,category
shichimi pepper,七味,karada_onkatsu,warm,いつもの料理にしょうが・ネギ・七味を加えるだけで温め効果がアップします,,
spices,スパイス,karada_onkatsu,warm,5. その他の温め食材,,category
spices and seasonings,スパイス・薬味・その他,karada_onkatsu,warm,料理にプラスするだけで温め効果アップ,,category
summer vegetables,夏野菜,karada_onkatsu,cool,"❄️ 体を冷やしやすい食材の特徴
地面の上で育つもの（葉物・夏野菜）",,category
sweet potato,さつまいも,karada_onkatsu,warm,体を温める根菜・いも類,,
tofu,豆腐,karada_onkatsu,cool,発酵前の乳製品・豆腐は冷やしやすい性質。,,
tomato,トマト,karada_onkatsu,cool,夏が旬の野菜は体を冷やす性質。,,
tropical fruits,南国の果物,karada_onkatsu,cool,南国の果物は体を冷やしやすいとされています,,category
tubers (potatoes/yams),いも類,karada_onkatsu,warm,"🔥 体を温めやすい食材の特徴
土の中・地下で育つもの（根菜・いも類）",,category
tubers/potatoes,いも類,karada_onkatsu,warm,根菜・いも類は温活の基本食材。,,category
underground bulb vegetables,地下鱗茎類,karada_onkatsu,warm,硫化アリルが血行を促進し体を温める作用があるとされています。,,category
unfermented dairy products,発酵前の乳製品,karada_onkatsu,cool,発酵前の乳製品・豆腐は冷やしやすい性質。,,category
watermelon,スイカ,karada_onkatsu,cool,南国の果物は体を冷やしやすいとされています。,,
white rice,白米,karada_onkatsu,cool,精白・加工されたものは体を冷やしやすい。,,
white sugar,白砂糖,karada_onkatsu,cool,白砂糖・精白されたもの,,
yogurt,ヨーグルト,karada_onkatsu,neutral,ヨーグルトは中性〜温め寄りに変化します。,,
apple,りんご,kawashimaya,warm,りんご／ぶどう／さくらんぼ／もも／あんず,,
apricot,あんず,kawashimaya,warm,りんご／ぶどう／さくらんぼ／もも／あんず,,
aromatic condiments,薬味,kawashimaya,warm,ネギなどの薬味を加えれば、さらに温活効果がアップ,,category
aromatic vegetables,香味野菜,kawashimaya,warm,香味野菜やスパイスは、即効性のある温活食材です。,,category
atsuage,厚揚げ,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
banana,バナナ,kawashimaya,cool,バナナ／パイナップル／マンゴー／スイカ／メロン,,
beef,牛肉,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
bell pepper,ピーマン,kawashimaya,cool,きゅうり／トマト／ナス／レタス／ピーマン／ズッキーニ,,
burdock,ごぼう,kawashimaya,warm,にんじん／ごぼう／れんこん／だいこん／かぼちゃ,,
carrot,にんじん,kawashimaya,warm,にんじん／ごぼう／れんこん／だいこん／かぼちゃ,,
cherry,さくらんぼ,kawashimaya,warm,りんご／ぶどう／さくらんぼ／もも／あんず,,
chicken,鶏肉,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
chili pepper,唐辛子,kawashimaya,warm,しょうが／にんにく／ねぎ／唐辛子／シナモン,,
cinnamon,シナモン,kawashimaya,warm,しょうが／にんにく／ねぎ／唐辛子／シナモン,,
cold-region fruits,寒冷地の果物,kawashimaya,warm,りんごやぶどうなど寒い地域で育つ果物は、温活をサポートしてくれる食材です。,,category
cucumber,きゅうり,kawashimaya,cool,きゅうり／トマト／ナス／レタス／ピーマン／ズッキーニ,,
daikon,だいこん,kawashimaya,warm,にんじん／ごぼう／れんこん／だいこん／かぼちゃ,,
egg,卵,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
eggplant,ナス,kawashimaya,cool,きゅうり／トマト／ナス／レタス／ピーマン／ズッキーニ,,
fermented foods,発酵食品,kawashimaya,warm,味噌や納豆などの発酵食品も温活におすすめの食材です。,,category
fish,魚類,kawashimaya,warm,魚類：鮭、サバ、アジ、イワシ、マグロ,,category
garlic,にんにく,kawashimaya,warm,しょうが／にんにく／ねぎ／唐辛子／シナモン,,
ginger,生姜,kawashimaya,warm,生姜には体を温める成分「ショウガオール」が豊富に含まれています。豚肉は良質なたんぱく質源で、ビタミンB1も豊富。疲労回復効果も期待できる、温活にも健康にも嬉しい定番おかずです。,,
ginger pork,生姜焼き,kawashimaya,warm,"生姜焼き
生姜には体を温める成分「ショウガオール」が豊富に含まれています。豚肉は良質なたんぱく質源で、ビタミンB1も豊富。疲労回復効果も期待できる、温活にも健康にも嬉しい定番おかずです。",,dish
grape,ぶどう,kawashimaya,warm,りんご／ぶどう／さくらんぼ／もも／あんず,,
green onion,ねぎ,kawashimaya,warm,しょうが／にんにく／ねぎ／唐辛子／シナモン,,
horse mackerel,アジ,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
kimchi,キムチ,kawashimaya,warm,納豆／味噌／醤油／漬物／キムチ,,
lamb,羊肉,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
lettuce,レタス,kawashimaya,cool,きゅうり／トマト／ナス／レタス／ピーマン／ズッキーニ,,
lotus root,れんこん,kawashimaya,warm,にんじん／ごぼう／れんこん／だいこん／かぼちゃ,,
mackerel,サバ,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
mango,マンゴー,kawashimaya,cool,バナナ／パイナップル／マンゴー／スイカ／メロン,,
meats,肉類,kawashimaya,warm,肉類：鶏肉、牛肉、豚肉、羊肉,,category
melon,メロン,kawashimaya,cool,バナナ／パイナップル／マンゴー／スイカ／メロン,,
miso,味噌,kawashimaya,warm,納豆／味噌／醤油／漬物／キムチ,,
miso simmered udon,味噌煮込みうどん,kawashimaya,warm,"味噌煮込みうどん
愛知の郷土料理として知られる味噌煮込みうどんは、濃厚な味噌ベースのスープが体を芯から温めてくれます。",,dish
natto,納豆,kawashimaya,warm,納豆／味噌／醤油／漬物／キムチ,,
peach,もも,kawashimaya,warm,りんご／ぶどう／さくらんぼ／もも／あんず,,
pineapple,パイナップル,kawashimaya,cool,バナナ／パイナップル／マンゴー／スイカ／メロン,,
pork,豚肉,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
pork miso soup,豚汁,kawashimaya,warm,"豚汁
豚肉のたんぱく質と根菜類がたっぷり入った、栄養バランス抜群の一品です。
味噌と生姜を加えると、体の芯から温まります。野菜もたくさん摂れるので、毎日の温活メニューに最適です。",,dish
protein-rich foods,たんぱく質が多い食材,kawashimaya,warm,たんぱく質を多く含む食材は、消化の際に多くのエネルギーを使い熱を生み出すため、温活に効果的です。,,category
pumpkin,かぼちゃ,kawashimaya,warm,にんじん／ごぼう／れんこん／だいこん／かぼちゃ,,
root vegetables,根菜,kawashimaya,warm,毎食どこかに、根菜・発酵食品・たんぱく質・香味野菜を少量ずつ入れていくイメージで取り入れましょう。,,category
root vegetables and other winter vegetables,根菜類などの冬野菜,kawashimaya,warm,厳しい環境で育った冬野菜は、体を温める代表的な食材です。,,category
salmon,鮭,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
sardine,イワシ,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
soy products,大豆製品,kawashimaya,warm,大豆製品：豆腐、厚揚げ,,category
soy sauce,醤油,kawashimaya,warm,納豆／味噌／醤油／漬物／キムチ,,
spices,スパイス,kawashimaya,warm,香味野菜やスパイスは、即効性のある温活食材です。,,category
summer vegetables,夏野菜,kawashimaya,cool,夏野菜は生のままでも美味しく食べられるため、気が付かない内に胃腸から冷えてしまう場合もあります。また、夏野菜の多くはカリウムが豊富です。カリウムの持つ利尿作用により、尿と一緒に熱も排出されるため、体を冷やしやすいという特長があります。,,category
tofu,豆腐,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
tomato,トマト,kawashimaya,cool,きゅうり／トマト／ナス／レタス／ピーマン／ズッキーニ,,
tropical fruit,南国の果物,kawashimaya,cool,暖かい地域で採れる果物は体を冷やす傾向があり、温活中の摂りすぎには注意が必要です。,,category
tsukemono,漬物,kawashimaya,warm,納豆／味噌／醤油／漬物／キムチ,,
tuna,マグロ,kawashimaya,warm,鶏肉／牛肉／豚肉／羊肉／鮭／サバ／アジ／イワシ／マグロ／卵／豆腐／厚揚げ,,
watermelon,スイカ,kawashimaya,cool,バナナ／パイナップル／マンゴー／スイカ／メロン,,
winter vegetables,冬野菜,kawashimaya,warm,厳しい環境で育った冬野菜は、体を温める代表的な食材です。,,category
zucchini,ズッキーニ,kawashimaya,cool,きゅうり／トマト／ナス／レタス／ピーマン／ズッキーニ,,
apple,りんご,kracie,warm,りんご、桃等,,
banana,バナナ,kracie,cool,バナナ、スイカ等の南国フルーツ,,
black tea,紅茶,kracie,warm,白湯、生姜湯、紅茶、ほうじ茶等,,
carrot,人参,kracie,warm,玉ねぎ、人参、等の根菜類、,,
coffee,コーヒー,kracie,cool,コーヒー、牛乳、緑茶等,,
cucumber,きゅうり,kracie,cool,きゅうり等の水分の多い夏野菜,,
eggplant,ナス,kracie,cool,レタス、トマト、ナス、,,
fermented foods,発酵食品,kracie,warm,腸内を温めるには発酵食品がおススメ。,,category
fruit grown in cold regions,寒い地方で採れるフルーツ,kracie,warm,寒い地方で採れるフルーツ,,category
ginger,加熱した生姜,kracie,warm,冬野菜、加熱した生姜,加熱,
green tea,緑茶,kracie,cool,コーヒー、牛乳、緑茶等,,
hojicha,ほうじ茶,kracie,warm,白湯、生姜湯、紅茶、ほうじ茶等,,
lettuce,レタス,kracie,cool,レタス、トマト、ナス、,,
milk,牛乳,kracie,cool,コーヒー、牛乳、緑茶等,,
onion,玉ねぎ,kracie,warm,玉ねぎ、人参、等の根菜類、,,
peach,桃,kracie,warm,りんご、桃等,,
root vegetables,根菜類,kracie,warm,玉ねぎ、人参、等の根菜類、,,category
tomato,トマト,kracie,cool,レタス、トマト、ナス、,,
tropical fruit,南国フルーツ,kracie,cool,バナナ、スイカ等の南国フルーツ,,category
watermelon,スイカ,kracie,cool,バナナ、スイカ等の南国フルーツ,,
winter vegetables,冬野菜,kracie,warm,冬野菜、加熱した生姜,,category
apple,りんご,macaroni,warm,例えば、りんご・さくらんぼ・ぶどうなどが挙げられますよ。,,
banana,バナナ,macaroni,cool,マンゴーやバナナ・パイナップルなどの暑い環境で育つ南国の果物も、体を冷やすはたらきがあります。,,
beer,ビール,macaroni,cool,また、飲み物であるビールやコーヒー・緑茶も体を冷やします。,,
black tea,紅茶,macaroni,warm,みそや日本酒・紅茶は発酵食品なので、積極的に摂りたい食材ですね。,,
burdock,ごぼう,macaroni,warm,ごぼう,,
cabbage,キャベツ,macaroni,cool,体を冷やす野菜,,
carrot,にんじん,macaroni,warm,にんじん,,
cherry,さくらんぼ,macaroni,warm,例えば、りんご・さくらんぼ・ぶどうなどが挙げられますよ。,,
chili pepper,唐辛子,macaroni,warm,唐辛子やこしょうなどの香辛料は、血行を良くし体を温めてくれる作用がありますよ。,,
chinese cabbage,白菜,macaroni,cool,体を冷やす野菜,,
coffee,コーヒー,macaroni,cool,また、飲み物であるビールやコーヒー・緑茶も体を冷やします。,,
cucumber,きゅうり,macaroni,cool,夏野菜の代表であるきゅうり・トマト・なすをはじめ,,
eggplant,なす,macaroni,cool,夏野菜の代表であるきゅうり・トマト・なすをはじめ、レタスやほうれんそうが挙げられます。,,
fermented foods,発酵食品,macaroni,warm,未精製の食材や発酵食品も体を温めるのに役立つ食材です,,category
ginger,しょうが,macaroni,warm,特にしょうがは体を温める食材として広く知られていますが、これはショウガオールという成分が含まれているためです。,,
grape,ぶどう,macaroni,warm,例えば、りんご・さくらんぼ・ぶどうなどが挙げられますよ。,,
green onion,ねぎ,macaroni,warm,ねぎ,,
green tea,緑茶,macaroni,cool,また、飲み物であるビールやコーヒー・緑茶も体を冷やします。,,
komatsuna,小松菜,macaroni,cool,体を冷やす野菜,,
leafy greens,葉物野菜,macaroni,cool,また土の上にでき、白・青・緑（冷色）の葉物野菜が豊富です。,,category
lettuce,レタス,macaroni,cool,レタスやほうれんそうが挙げられます,,
lotus root,れんこん,macaroni,warm,れんこん,,
mango,マンゴー,macaroni,cool,マンゴーやバナナ・パイナップルなどの暑い環境で育つ南国の果物も、体を冷やすはたらきがあります。,,
mayonnaise,マヨネーズ,macaroni,cool,マヨネーズ,,
melon,メロン,macaroni,cool,そのほかにも、スイカやメロンといった夏が旬の果物も、体を冷やす果物に分類されます。,,
miso,みそ,macaroni,warm,みそや日本酒・紅茶は発酵食品なので、積極的に摂りたい食材ですね。,,
onion,たまねぎ,macaroni,warm,たまねぎ,,
orange,オレンジ,macaroni,warm,オレンジ,,
pepper,こしょう,macaroni,warm,唐辛子やこしょうなどの香辛料は、血行を良くし体を温めてくれる作用がありますよ。,,
pineapple,パイナップル,macaroni,cool,マンゴーやバナナ・パイナップルなどの暑い環境で育つ南国の果物も、体を冷やすはたらきがあります。,,
prune,プルーン,macaroni,warm,プルーン,,
pumpkin,かぼちゃ,macaroni,warm,かぼちゃ,,
root vegetables,地面より下にできる野菜,macaroni,warm,地面より下にできる野菜も体を温めるはたらきがありますよ,,category
sake,日本酒,macaroni,warm,みそや日本酒・紅茶は発酵食品なので、積極的に摂りたい食材ですね。,,
spices,香辛料,macaroni,warm,唐辛子やこしょうなどの香辛料は、血行を良くし体を温めてくれる作用がありますよ。,,category
spinach,ほうれんそう,macaroni,cool,レタスやほうれんそうが挙げられます,,
summer vegetables,夏野菜,macaroni,cool,夏野菜の代表であるきゅうり・トマト・なすをはじめ、レタスやほうれんそうが挙げられます。,,category
tomato,トマト,macaroni,cool,夏野菜の代表であるきゅうり・トマト・なすをはじめ,,
vinegar,酢,macaroni,cool,実は、酢には体を冷やしてくれる作用があります。,,
watermelon,スイカ,macaroni,cool,そのほかにも、スイカやメロンといった夏が旬の果物も、体を冷やす果物に分類されます。,,
white sugar,白砂糖,macaroni,cool,"実はチョコレートに多く含まれる白砂糖は
体を冷やす食材
に分類されます。",,
adzuki bean,小豆,macrobiotic_rashinban,neutral,小豆,,
alcohol,アルコール,macrobiotic_rashinban,cool,アルコール,,category
atsuage,油揚げ,macrobiotic_rashinban,neutral,油揚げ,,
avocado,アボガド,macrobiotic_rashinban,cool,アボガド,,
bamboo shoot,タケノコ,macrobiotic_rashinban,cool,タケノコはとても短い間に上に伸びるので陰性で,,
banana,バナナ,macrobiotic_rashinban,cool,バナナ,,
beef,牛,macrobiotic_rashinban,warm,牛,,
black tea,紅茶,macrobiotic_rashinban,cool,紅茶,,
brown rice,玄米,macrobiotic_rashinban,neutral,もっともバランスがとれているはずの「玄米」,,
burdock,ごぼう,macrobiotic_rashinban,warm,ごぼう,,
cabbage,キャベツ,macrobiotic_rashinban,neutral,キャベツ,,
canned food,缶詰,macrobiotic_rashinban,cool,缶詰,,category
carrot,人参,macrobiotic_rashinban,warm,人参,,
cheese,チーズ,macrobiotic_rashinban,warm,チーズ,,
chicken,鶏,macrobiotic_rashinban,warm,鶏,,
chinese cabbage,白菜,macrobiotic_rashinban,neutral,白菜,,
coffee,コーヒー,macrobiotic_rashinban,cool,コーヒー,,
cream,クリーム,macrobiotic_rashinban,cool,クリーム,,
cucumber,きゅうり,macrobiotic_rashinban,cool,きゅうり,,
